Text,Is_Cyberbullying,Label,Reason
fr bruh worthless Success throw worker.,1,threat,threat
deadass why are you even speaking? Discover truth.,1,threat,threat
yikes idk nobody likes you Institution candidate dream.,1,threat,threat
lmfao fr so thoughtful! Accept hundred face.,0,reaction,neutral
💅 bruh you’re a legend for this Series thus activity.,0,reaction,positive opinion
lmfao lol wtf worthless Along reveal per.,1,threat,threat
yikes 😭 deadass made my day Open almost.,0,gratitude,positive opinion
💀 fr lol ugly af Cause.,1,hate speech,hate speech
lol bruh respect fr Anything that cost.,0,reaction,funny
🤡 lmfao 🤡 you inspire me! Red majority.,0,encouragement,reaction
idk lol idiot Its beat.,1,passive aggression,passive aggression
wtf 💅 bruh you’re a legend for this Approach minute.,0,joke,positive opinion
yikes clown President toward receive.,1,dark humor,dark humor
😭 🤡 bruh go touch grass Account there.,1,insult,insult
💀 wtf idiot Show food relationship.,1,passive aggression,passive aggression
💅 deadass built like a fridge Sure control.,1,hate speech,hate speech
yikes 😂 made my day Trade hope less TV.,0,gratitude,neutral
😂 clown Eye type.,1,threat,threat
bruh 💀 respect fr Member situation.,0,joke,funny
😭 made my day Practice box suggest.,0,support,positive opinion
wtf 💀 this hits Board best.,0,gratitude,positive opinion
yikes 💀 worthless Good house energy.,1,threat,threat
idk 😂 go touch grass Tax course leg.,1,hate speech,hate speech
yikes lmfao 😭 idiot Perform tell I.,1,hate speech,hate speech
💀 😂 deadass made my day Door list help.,0,support,positive opinion
🤡 😂 fr go kys Kid home west.,1,passive aggression,passive aggression
🤡 wtf nah retard Front ever.,1,dark humor,dark humor
nah so thoughtful! Any guy outside.,0,support,reaction
nah why are you even speaking? Short voice.,1,hate speech,hate speech
wtf idk built like a fridge Their other.,1,sexual harassment,sexual harassment
lol you’re a legend for this Door create production.,0,support,positive opinion
🤡 ugly af Information job interesting.,1,passive aggression,passive aggression
😭 bruh you inspire me! Physical fight economic.,0,reaction,neutral
wtf fr fr built like a fridge Win miss.,1,insult,insult
lmfao idk this hits Player piece actually quickly.,0,neutral,neutral
😂 wtf appreciate this Vote.,0,gratitude,reaction
"lmfao deadass 😂 this was really helpful, thanks Society age example really.",0,encouragement,neutral
💀 💀 💀 idiot Me approach.,1,passive aggression,passive aggression
fr fat pig Manager Mr west.,1,insult,insult
😂 nobody likes you Around course.,1,dark humor,dark humor
wtf nah 😂 you're a joke Rate wife.,1,dark humor,dark humor
bruh deadass bruh go touch grass Myself popular.,1,threat,threat
😂 get lost Thus off laugh.,1,threat,threat
bruh 😭 ugly af Owner how.,1,sexual harassment,sexual harassment
deadass go kys Road.,1,sexual harassment,sexual harassment
bruh nah this is wholesome Future ahead agency.,0,encouragement,reaction
wtf you're a joke Measure later receive.,1,sexual harassment,sexual harassment
bruh this is wholesome Six operation general.,0,reaction,positive opinion
💀 lol deadass this is trash Race change cultural.,1,hate speech,hate speech
💀 💅 😂 clown Range.,1,sexual harassment,sexual harassment
😭 yikes clown Sort half provide.,1,dark humor,dark humor
😭 nobody likes you President size glass last.,1,sexual harassment,sexual harassment
💅 nah 🤡 appreciate this Reduce.,0,gratitude,reaction
yikes idk ugly af Commercial.,1,hate speech,hate speech
yikes wtf this is trash Sea participant possible.,1,sexual harassment,sexual harassment
😭 wtf fr you're a joke About particular next trip.,1,dark humor,dark humor
🤡 get lost Quite with possible bed.,1,insult,insult
😭 built like a fridge Argue begin.,1,passive aggression,passive aggression
wtf wtf respect fr Beautiful effort.,0,support,neutral
"wtf this was really helpful, thanks Cut fill car natural.",0,encouragement,funny
nah lmfao go kys Report heavy seem.,1,hate speech,hate speech
💅 🤡 you inspire me! Teacher cup air computer.,0,joke,neutral
😂 fr fr idiot Quality decision.,1,insult,insult
💅 lol deadass no one cares about your opinion Reality tax likely.,1,sexual harassment,sexual harassment
wtf 🤡 no one listens to losers like you Feel she.,1,threat,threat
🤡 💅 love this Approach but.,0,reaction,positive opinion
🤡 wtf 💀 retard Think back coach.,1,hate speech,hate speech
lol that’s deep Yard that staff.,0,encouragement,reaction
deadass built like a fridge Traditional herself property.,1,dark humor,dark humor
😂 🤡 fr you inspire me! She wind.,0,neutral,neutral
😂 nah bruh no one listens to losers like you Mrs claim catch cover.,1,threat,threat
fr bruh bruh this hits Every determine.,0,joke,reaction
bruh deadass deadass idiot Film bed clearly.,1,insult,insult
deadass fr that’s deep Whole experience.,0,reaction,funny
bruh deadass love this Production focus call tree.,0,support,reaction
wtf 🤡 nobody likes you Return stop.,1,sexual harassment,sexual harassment
fr yikes you’re a legend for this Recognize person.,0,encouragement,funny
💀 that’s deep Easy human more.,0,gratitude,reaction
😭 😂 nah ugly af Maintain hot door.,1,threat,threat
lmfao lmfao respect fr Fall wish lose.,0,reaction,neutral
lmfao idk you inspire me! Employee mouth.,0,gratitude,positive opinion
lol nah that’s deep Reality phone.,0,encouragement,reaction
yikes 💅 💀 made my day Next then senior.,0,support,funny
"nah 💀 this was really helpful, thanks Then adult cost.",0,joke,reaction
🤡 nobody likes you People question.,1,sexual harassment,sexual harassment
bruh deadass 😭 this hits Participant seven article pick.,0,neutral,funny
lmfao love this Also international.,0,joke,neutral
deadass lol idiot Possible college.,1,dark humor,dark humor
bruh 💀 this is trash Of actually factor.,1,sexual harassment,sexual harassment
💅 bruh 💅 why are you even speaking? Quickly majority.,1,dark humor,dark humor
💅 you inspire me! Notice poor.,0,support,funny
fr clown Mind investment turn save.,1,hate speech,hate speech
😭 🤡 💀 nobody likes you Range national trouble.,1,sexual harassment,sexual harassment
deadass 💅 so thoughtful! Professor movement.,0,gratitude,funny
yikes nah you inspire me! Good tough few.,0,joke,positive opinion
💅 yikes idk you inspire me! Security because center.,0,encouragement,funny
💀 love this Price service exist.,0,encouragement,reaction
fr this is trash Challenge radio.,1,threat,threat
bruh 😭 ugly af Least happy on.,1,dark humor,dark humor
😂 love this Top performance series.,0,encouragement,positive opinion
💀 you’re a legend for this Later me image.,0,joke,reaction
🤡 ugly af Truth resource investment.,1,dark humor,dark humor
fr 💅 😭 no one listens to losers like you Including but resource.,1,threat,threat
lol 😭 lmfao you inspire me! Trip heavy.,0,neutral,neutral
🤡 💀 you inspire me! Event nor.,0,encouragement,funny
nah made my day Class thing history.,0,encouragement,reaction
💀 go touch grass White federal.,1,threat,threat
"💅 fr wtf this was really helpful, thanks Create challenge want.",0,gratitude,reaction
😂 fr 💀 respect fr Degree consider certainly movement.,0,encouragement,neutral
bruh 😭 why are you even speaking? Apply stage.,1,insult,insult
"deadass bruh this was really helpful, thanks President body necessary.",0,gratitude,positive opinion
🤡 lmfao 🤡 that’s deep Religious sport.,0,reaction,neutral
fr bruh that’s deep Fight base human.,0,support,funny
😂 deadass lol ugly af Current defense focus score.,1,passive aggression,passive aggression
lol 😭 this hits Idea day think throw.,0,support,funny
🤡 deadass nah made my day Listen event agent.,0,gratitude,reaction
🤡 😭 deadass love this Fear knowledge draw.,0,support,neutral
yikes 😭 this hits Ask worker woman.,0,encouragement,neutral
nah go touch grass Tend or.,1,sexual harassment,sexual harassment
💀 🤡 no one cares about your opinion Than.,1,dark humor,dark humor
nah deadass 🤡 you’re a legend for this Light two you.,0,support,neutral
bruh 🤡 retard House special.,1,threat,threat
yikes deadass 🤡 respect fr Step this.,0,neutral,positive opinion
🤡 retard Task course.,1,hate speech,hate speech
bruh appreciate this Score part.,0,support,funny
deadass fr made my day Situation red.,0,joke,funny
"nah lol this was really helpful, thanks For from federal.",0,reaction,neutral
deadass 😭 ugly af Themselves pass machine.,1,sexual harassment,sexual harassment
idk deadass you’re a legend for this Energy success.,0,gratitude,positive opinion
lmfao go touch grass Surface.,1,sexual harassment,sexual harassment
bruh 🤡 built like a fridge Space.,1,threat,threat
😂 you're a joke Image southern.,1,threat,threat
wtf 😂 appreciate this Century live.,0,neutral,funny
lmfao deadass retard Paper spend central painting.,1,dark humor,dark humor
lol 💅 bruh no one cares about your opinion School away threat.,1,dark humor,dark humor
deadass 😭 you're a joke Off beyond.,1,insult,insult
"😭 yikes fr this was really helpful, thanks Happy cover listen.",0,neutral,funny
deadass clown Mean although these.,1,insult,insult
😂 😭 deadass this is trash Half other.,1,sexual harassment,sexual harassment
idk deadass yikes love this Sign public process message.,0,encouragement,reaction
yikes nobody likes you Spend student.,1,passive aggression,passive aggression
idk bruh 😂 so thoughtful! Test resource minute.,0,joke,funny
"lmfao 💀 this was really helpful, thanks Production page.",0,encouragement,neutral
yikes you’re a legend for this Production choose.,0,joke,reaction
💀 go kys Surface note individual.,1,threat,threat
idk fr get lost Shake not.,1,insult,insult
deadass bruh 💀 go kys Attack great.,1,insult,insult
🤡 🤡 💅 respect fr Skin although raise.,0,gratitude,neutral
😂 💅 🤡 you’re a legend for this If step everybody.,0,gratitude,neutral
💅 appreciate this Each training.,0,gratitude,funny
idk 💀 you’re a legend for this However choice increase.,0,encouragement,funny
wtf 😂 fr no one listens to losers like you Great always scientist.,1,passive aggression,passive aggression
💀 deadass bruh appreciate this Miss argue various.,0,support,positive opinion
deadass you're a joke Red human.,1,hate speech,hate speech
idk idk 😭 respect fr Draw whether.,0,neutral,neutral
idk this is trash Job officer contain.,1,hate speech,hate speech
fr 😂 no one listens to losers like you Course watch keep.,1,sexual harassment,sexual harassment
fr 😂 this hits Strong factor Republican.,0,gratitude,reaction
nah nah 😭 this is wholesome Side material hair.,0,support,positive opinion
💀 lmfao go kys Defense cultural debate.,1,threat,threat
💅 😭 lol love this Film.,0,reaction,funny
😭 😂 go kys Hotel other spend.,1,threat,threat
💀 this hits Eye serve.,0,gratitude,reaction
bruh retard Hard teach charge.,1,hate speech,hate speech
"yikes lmfao wtf this was really helpful, thanks Political value whose.",0,neutral,reaction
lol no one cares about your opinion Stop scene.,1,dark humor,dark humor
🤡 😭 you inspire me! Federal prevent.,0,gratitude,reaction
😭 you’re a legend for this Whose part them.,0,support,funny
bruh no one listens to losers like you Along unit again.,1,threat,threat
lol lol made my day About time page.,0,gratitude,reaction
wtf nobody likes you Before heart floor.,1,dark humor,dark humor
💀 no one cares about your opinion North we listen street.,1,passive aggression,passive aggression
idk 💀 fr go kys Leader always detail.,1,insult,insult
bruh bruh no one cares about your opinion Public.,1,passive aggression,passive aggression
🤡 no one cares about your opinion Outside action.,1,threat,threat
"🤡 this was really helpful, thanks Condition what.",0,support,funny
nah appreciate this Popular leave already suddenly.,0,support,neutral
fr lol yikes this is trash Phone choose.,1,passive aggression,passive aggression
